feature,F_value,MI
home_home_average_scoring,676.809531915202,0.05251641645326721
ratio_home_goals_ratio,349.82719936373286,0.0441402081537694
away_away_average_throughput,503.75638776583986,0.03977459675579098
home_general_average_scoring,503.318745202334,0.03937161576768222
ratio_general_goals_ratio,571.776667351523,0.03820103000735475
ratio_home_average_scoring,341.7564314981892,0.038046302198878834
ratio_away_average_throughput,427.1020153884412,0.03686915527119794
ratio_general_average_throughput,402.68213676292294,0.035905124535411836
home_home_itb45_points,100.18125214902408,0.03588423789352291
diff_general_average_scoring,391.4101773908014,0.034123052594340564
home_away_strong_itb_points,8.730530910065319,0.03379579808919608
diff_home_medium_itb05_points,34.753029885468706,0.033554814928366206
home_home_goals_ratio,398.1312236254231,0.03261762918081157
diff_away_strong_victory_dry,128.26116788936957,0.03261621591591979
diff_home_strong_tb55_points,51.67302402389229,0.03258392165122714
ratio_home_strong_goals_ratio,297.27991451249585,0.03186096956144979
diff_general_average_throughput,221.10977342814604,0.031269754080915035
home_home_strong_average_scoring,311.64914317038244,0.030004100272070566
diff_general_goals_ratio,446.17254566638866,0.02980868911305734
diff_away_goals_difference,128.50409029220387,0.0297858649253131
diff_strong_goals_scored,99.55899012367723,0.02954089409847427
home_home_strong_goals_ratio,337.77385818786945,0.029436323876675274
diff_away_medium_tb05_points,18.528969554557516,0.029314254911553483
diff_home_strong_itb05_points,66.80233531915553,0.029257942924399316
away_general_average_throughput,447.5442235549758,0.028950912049888977
home_home_medium_tm25_points,3.264633477658108,0.028439916948721944
ratio_general_average_scoring,379.5466544640292,0.02800813722944273
diff_home_strong_average_scoring,320.8994974516032,0.02790872855368054
home_home_strong_itb55_points,60.38259940916353,0.02786541093400352
away_away_strong_average_throughput,280.52989654605636,0.027438396136217236
diff_strong_average_throughput,155.708303901255,0.027135922453183525
away_strong_average_throughput,211.72539614904989,0.027055975431799162
away_weak_itm_points,6.119586414801226,0.02687875985960453
diff_general_goals_difference,283.035708238497,0.0267896318487022
ratio_strong_goals_ratio,449.7932951023127,0.0267112635203981
home_away_strong_itm_points,0.26629480803872274,0.02638053375188143
diff_home_strong_goals_difference,206.05642519042777,0.02592045237077656
diff_home_average_scoring,406.10406891652366,0.02590064828216665
home_general_goals_ratio,369.12515776194743,0.025884668620324014
away_home_medium_tm05_points,9.126247574518713,0.025852102455969472
home_home_weak_goals_difference,6.666195127389323,0.025734694703245076
diff_home_strong_itb_points,100.07665693847989,0.025674801128773517
diff_away_strong_points,105.24691635103336,0.025576656772730466
diff_home_strong_games_wins,108.74725345291117,0.02548513374777439
ratio_away_strong_average_throughput,254.44940496520843,0.0252519715410342
ratio_away_strong_goals_ratio,227.3743472585821,0.025195312313824658
away_home_itb35_points,44.849887691325385,0.025176723062399375
ratio_home_medium_itm_points,0.4570994848190934,0.02469251698609387
diff_strong_goals_ratio,376.2565197922177,0.024436102098551515
home_away_weak_games_played,0.00012713162090179805,0.024400755332309565
home_away_medium_games_wins,0.6284605963038369,0.024396125192467366
ratio_medium_goals_ratio,59.3525900333199,0.02370244516658815
away_home_strong_games_wins,31.751236165623993,0.023506284466122906
ratio_home_strong_goals_difference,208.010000331367,0.023384519036810048
diff_away_strong_itm55_points,20.048271787978937,0.02332301708307405
away_weak_average_throughput,0.16268161551719973,0.02329036311802657
home_strong_average_scoring,220.585272127157,0.02325419522412897
ratio_away_strong_tb25_points,4.186962887136158,0.023236824948211776
diff_away_medium_itb55_points,32.286462808310404,0.023205612030076317
ratio_home_goals_scored,92.22758682152617,0.02313088858170964
ratio_strong_average_throughput,266.0683771996218,0.02308354920474809
diff_away_goals_ratio,226.79462270712486,0.023056325802152777
diff_matchs,0.0,0.02276137152937263
ratio_away_goals_difference,207.78647519306134,0.022733512524673927
home_away_average_scoring,78.36150918096753,0.022700659392028477
ratio_away_strong_itm45_points,16.54398017954776,0.02269133518671751
ratio_general_itb05_points,45.679303254003685,0.02253481031492033
diff_home_itb45_points,186.3059105422694,0.022517678394805785
ratio_away_tb45_points,0.19301720601578545,0.022497491944797332
home_general_games_wins,8.206622094788303,0.022468808888590708
away_general_itb55_points,33.553732193803036,0.02246502852630794
away_away_goals_difference,128.27280245176,0.02242404984049351
diff_away_ozn_points,29.813737744558672,0.0224072967282396
diff_medium_itb25_points,65.56698064938605,0.022389837893107334
diff_home_strong_itb15_points,100.07665693847989,0.02236833751260825
diff_general_goals_scored,93.34550984097451,0.02232603707714098
away_home_strong_itb45_points,54.62047586981032,0.02227656303048864
home_home_tb25_points,6.361406405058171,0.02205965099160334
away_away_weak_goals_scored,10.08963289026422,0.022055742013558977
home_strong_goals_difference,205.06207128189436,0.022035076290772615
diff_medium_goals_ratio,179.53776778566282,0.02191052785801162
away_strong_goals_conceded,1.4010166505778885,0.021817966112512188
home_home_games_losses,27.14411108151693,0.02166305144657965
away_away_goals_ratio,257.873834905357,0.02161342142198386
diff_away_games_wins,107.99820009487634,0.021589649178309855
away_medium_goals_conceded,5.988633915413221,0.021579549923663954
away_strong_victory_dry,49.099397293078766,0.021575883491034453
ratio_medium_goals_conceded,0.44976906341003847,0.021469025954891308
away_away_strong_tm05_points,34.904498210218826,0.02143286986080639
diff_away_medium_itb15_points,41.20738770294107,0.021417860949580536
away_away_games_wins,59.01686962815084,0.02134031198796471
ratio_general_itb45_points,182.5074681191384,0.02128436422093749
home_away_medium_itm35_points,1.2670383683856419,0.02127424519819332
ratio_away_strong_goals_difference,158.05243654746857,0.021225768896194097
diff_home_itb35_points,164.8917377396593,0.02121829438558631
home_home_itb25_points,52.580370943622896,0.021126458164692608
diff_away_strong_tm25_points,52.23930954814091,0.02092717124900556
diff_medium_goals_difference,126.54188042879763,0.02087558199586148
diff_away_itb15_points,58.59219809809741,0.020855516086002446
diff_away_games_losses,1.4381598493461498,0.02085432986472302
home_medium_goals_ratio,21.92036024123457,0.020838859166780743
ratio_home_average_throughput,53.3062252679752,0.02075785938352137
ratio_home_strong_tm05_points,7.056091718701412,0.020689815831904212
home_away_medium_itb25_points,10.266023370809998,0.020604915779621535
ratio_home_itb45_points,204.35177184732584,0.0205392331643246
away_away_weak_goals_difference,31.032069984603364,0.020481921868417352
ratio_home_strong_average_scoring,236.83709868686316,0.020474882216462653
ratio_away_strong_lossing_dry,0.9032217855425742,0.02040025039212434
home_home_strong_goals_scored,15.52039961852089,0.02025782129564302
ratio_away_strong_points,87.13447158613177,0.0202095989052955
home_away_strong_itm45_points,1.3368681160415744e-05,0.01984005503338615
ratio_home_strong_itb25_points,142.1453305580134,0.01983992452147909
home_home_lossing_dry,35.675147767081626,0.019682944571179917
away_general_victory_dry,43.20248084349909,0.019544230793196782
ratio_away_goals_ratio,324.7866333784187,0.019529214763761793
diff_home_strong_itb45_points,163.0462568210585,0.01949643408433488
ratio_home_strong_itb15_points,94.85704879026962,0.019458023403687186
home_home_medium_goals_ratio,16.64648767293345,0.019445032796574502
ratio_home_strong_goals_conceded,3.5120722547997314,0.019407914531204717
away_strong_tb45_points,2.2755598699304245,0.019297500937088152
away_general_tm05_points,27.63101770114914,0.019221774783148682
diff_home_goals_ratio,335.1489500772996,0.019193582432202483
diff_away_itm35_points,12.924377959521982,0.019112628585580715
ratio_medium_itb35_points,51.26435489698445,0.019092009214638495
ratio_general_victory_dry,116.49619547847463,0.01908956474090484
diff_home_itm55_points,19.735050267606287,0.01897822983515951
home_medium_itb35_points,21.616926008367724,0.018901649983441793
home_home_medium_games_draws,2.321996792657093,0.018886935643143588
ratio_strong_itb45_points,165.78313851212127,0.018865585783643724
home_home_tb_points,6.361406405058171,0.01886436243925438
ratio_away_strong_itb_points,45.95405706721505,0.018833383947799653
home_general_tm25_points,7.530187683065416,0.018735268490554624
diff_home_strong_overtime_losses,1.694645653912012,0.018677171410693916
away_away_strong_itb35_points,24.918361959364535,0.01863931743773861
diff_away_medium_itb25_points,50.145572080125824,0.01857485645951229
ratio_home_medium_tb45_points,33.47491467182995,0.01834810100899187
diff_general_itb45_points,163.08990424329176,0.01832786941150122
diff_weak_tb05_points,18.345322074163875,0.0182665125730459
home_home_strong_games_wins,25.14225219258136,0.018210106165115647
home_home_itm05_points,26.509384305021655,0.01817964917711201
home_general_goals_difference,194.12310594721416,0.018140947926658768
home_strong_itb55_points,59.97522848669841,0.018124426007783967
ratio_medium_games_played,8.317540628233573,0.018084076147024675
ratio_home_itb25_points,152.82493074177532,0.01806942899896935
away_home_medium_lossing_dry,0.5380499166443908,0.018037017096329322
home_away_itb_points,4.200288871412355,0.017978283649226157
away_home_itb55_points,23.495821328882027,0.017972219472696338
diff_away_tm_points,48.557197955780815,0.017938242217089062
diff_home_strong_overtime_wins,4.41035029833354,0.01793591502792058
away_away_strong_tb25_points,0.9949114696051292,0.01792860225637405
diff_home_medium_lossing_dry,8.82925407902788,0.017921301210024332
diff_general_goals_conceded,2.1211187870584536,0.01787355842527827
diff_strong_games_draws,28.449423769236283,0.01781625849294688
home_medium_tm35_points,1.9946739640412652,0.017648162856043648
home_general_itm35_points,5.109254691571349,0.01759366743820312
ratio_home_strong_tm_points,7.898117142293161,0.017494397165448206
diff_away_strong_tb05_points,24.0545014273651,0.01741385282878305
away_away_weak_itm55_points,9.044167982473944,0.017411384523509987
home_home_itb35_points,66.77035832215871,0.017404458243791332
home_medium_itm25_points,3.045918369913418,0.01738024293081253
ratio_away_strong_tb_points,4.186962887136158,0.01733490697276885
home_away_itm45_points,1.0526911008794098,0.01728944767890095
diff_home_medium_itb55_points,35.2276444978765,0.01726175760648374
ratio_home_goals_conceded,2.452063951964256,0.017248062133337072
diff_strong_goals_difference,230.25334862025815,0.017228750504428625
diff_away_medium_itb45_points,36.33217267418753,0.01722282175222034
ratio_strong_tm55_points,20.46552730880509,0.017209758208259984
away_general_goals_ratio,256.54012052213756,0.017060098939580826
ratio_strong_itb25_points,121.02764654784151,0.017047356666787472
diff_strong_itb05_points,66.72451886972853,0.01700891682917316
away_home_strong_goals_ratio,61.22940913743256,0.016901928271503053
diff_home_strong_goals_ratio,289.9667063724594,0.01682287645419578
ratio_away_weak_goals_scored,15.329473350278326,0.016792170915305604
diff_home_strong_itb35_points,150.72727452945838,0.01679105981840756
ratio_weak_itb35_points,25.36293534918757,0.01677533846118262
home_away_medium_goals_ratio,11.078181670909547,0.016714263211042635
ratio_home_goals_difference,238.95317045637486,0.01671359836353581
away_medium_itm25_points,9.240808127445463,0.016701871385949474
ratio_home_strong_tm25_points,7.898117142293161,0.01669306118929459
away_home_medium_points,10.601483362751145,0.016683493835590646
diff_away_strong_tm_points,52.23930954814091,0.016666899037630856
away_home_strong_goals_difference,79.50878137592294,0.01664809096552311
home_away_medium_games_draws,0.00012957843133055738,0.016595632490189693
home_home_medium_goals_scored,0.0923387843745311,0.016586828101075923
diff_away_tb_points,10.151777342112222,0.016581277179190224
home_away_medium_overtime_wins,4.931911251451092,0.01655903383568713
diff_strong_itb25_points,121.33957001961817,0.016443329793419892
home_general_itb35_points,55.41650209405036,0.01642065826971706
diff_strong_itb_points,86.39621508111067,0.016323913171437
home_strong_lossing_dry,13.843279591900727,0.016314280847403495
ratio_weak_itm_points,1.0029384192169466,0.016307201942744598
home_home_itm25_points,7.55021625139501,0.016294225280323538
away_strong_tb25_points,2.9385984411444546,0.01628778802730224
away_general_tb25_points,3.0899703586042433,0.016263228259558282
ratio_home_itb15_points,103.57663997103828,0.016253086314955922
home_home_weak_tb15_points,1.4361278210587007,0.01624422908266432
ratio_away_games_wins,113.17388116028981,0.016211834201324216
home_away_medium_tm25_points,1.1982162099958922,0.01621095411686202
away_general_itb25_points,32.69760206981593,0.016200001963430744
ratio_away_tm15_points,42.84063467804384,0.016180701292499933
diff_weak_itb25_points,35.48523394381759,0.01616460479284676
away_medium_games_draws,10.812645134153039,0.016112635401950293
away_weak_points,9.36985303606105,0.0161107615625129
ratio_home_strong_games_wins,97.57008510199584,0.01610679983657093
diff_away_medium_tm55_points,19.175047673328237,0.016094326744589438
home_home_medium_itm15_points,6.184549174632336,0.01608828363698045
ratio_away_itb45_points,67.58699896387841,0.01603208075170315
home_strong_itb05_points,1.5936683572385866,0.015964327856831773
home_away_games_wins,6.69260062564868,0.015927606733811217
home_home_strong_games_draws,0.353396220636547,0.015924484571351982
away_strong_oz_points,6.294378122590636,0.01591466656704643
away_away_strong_tb55_points,0.9219494349676499,0.01587803971535795
away_away_strong_tb_points,0.9949114696051292,0.015848579188259215
home_general_tb55_points,13.78919769364807,0.015796403788023383
home_home_itb05_points,1.6254038826322779,0.01576023003842053
ratio_away_medium_games_wins,33.06332497385559,0.015757493537085665
home_home_strong_oz_points,2.3559344253035452,0.015739721313619448
ratio_home_strong_lossing_dry,14.260307932222277,0.015738081168294116
away_home_medium_tm35_points,9.304679329080988,0.01569508663530428
home_strong_itb25_points,50.731877912983116,0.015690597524123717
diff_home_medium_itm25_points,3.158252076221655,0.01566619796169988
home_general_victory_dry,5.5701040338560945,0.015646631208258377
diff_strong_average_scoring,287.4750347762467,0.015624909260839814
diff_home_tm45_points,10.26823992722846,0.015594485127081725
home_home_tb15_points,0.6966584832440562,0.015579622591189946
home_home_medium_itb35_points,31.54748181894498,0.015573384295167081
ratio_home_strong_itm_points,0.003044391481833248,0.015534885555700484
diff_home_strong_itb25_points,130.83282315288858,0.015514662103439214
ratio_weak_overtime_wins,0.7425683763913437,0.015466025793142713
diff_home_medium_itb25_points,74.78680303904989,0.015432664528419515
home_home_weak_overtime_wins,0.26952442431523704,0.015399151771749331
ratio_strong_itb35_points,140.37452308009307,0.015371728309563792
home_home_strong_tm05_points,0.6666510388176913,0.015364990968548042
home_medium_itm55_points,1.665941831240026,0.015361848687267532
diff_away_strong_games_wins,112.43560057813288,0.015343010824861558
diff_home_tb55_points,53.941130561376994,0.015333452176115259
away_away_ozn_points,20.307998338415853,0.015316560341594787
away_home_medium_itb35_points,26.163078227645745,0.015310573127908178
away_strong_tm55_points,8.985394518224611,0.015286687038165603
ratio_medium_itb15_points,30.880460352604608,0.015254239960370342
diff_general_tm55_points,18.8919154503491,0.015235629234393144
ratio_home_medium_itb25_points,47.96871637948537,0.01521927922125954
away_weak_itm15_points,6.119586414801226,0.01520422334236482
diff_away_weak_tm35_points,3.9648290039132834,0.01519598035769576
home_general_average_throughput,62.34133049753048,0.015153473194469136
diff_home_strong_itm45_points,16.39902451157215,0.015143702121060976
ratio_home_strong_itm25_points,4.483517977758624,0.01513372983687944
diff_away_tb35_points,6.794852294797779,0.01512349482048947
diff_home_medium_itb45_points,92.13923234824628,0.015060263589824707
diff_away_medium_games_played,17.180516261402712,0.015051783349749215
ratio_away_weak_itb05_points,10.44483216562992,0.015031533014601806
ratio_away_weak_goals_difference,26.209123174176902,0.015025551530417403
home_home_weak_itb_points,5.8612617372280535,0.015003895789792665
diff_away_medium_itm15_points,4.697100806106026,0.014977619663699038
ratio_home_medium_itm15_points,0.4570994848190934,0.01496225895988168
away_home_medium_itb_points,15.577537177557907,0.014942128423436785
home_medium_tb_points,0.011124110231510016,0.01491320820664832
home_home_medium_tb_points,0.564443354159144,0.014907118808940467
home_home_weak_tb05_points,0.2594154565542313,0.0148162779634875
away_medium_tb35_points,11.784884988574623,0.014811754972228641
home_general_tm35_points,6.149367512059175,0.014709856312161484
diff_away_strong_average_throughput,165.93597440187494,0.014695512428177793
diff_away_goals_scored,62.9901827415269,0.014667621763679861
diff_general_tb45_points,37.497187771119904,0.014655643437446741
home_home_goals_scored,13.354886738576441,0.014643847957821698
away_home_medium_tm_points,8.47191469006489,0.014643800014006558
ratio_away_goals_conceded,1.2574761651895534,0.014636640515889532
ratio_strong_tm45_points,22.003682308063446,0.01460496266105693
home_away_strong_tb15_points,0.6112486079128582,0.014602585147069469
ratio_away_medium_games_losses,3.604527594087157,0.014595610443304707
home_home_weak_goals_conceded,0.5617679803417688,0.014538009495886683
home_away_medium_tm15_points,0.7940096110372017,0.01445034905386855
home_away_strong_tm25_points,0.09213908918712707,0.014423992367792238
diff_away_strong_games_losses,1.1215845325251443,0.01442054349304378
diff_home_oz_points,24.33978600473968,0.014411521983064723
ratio_weak_itb15_points,18.7013877874702,0.014357412872489483
diff_home_itb15_points,99.0091195179349,0.014352086734439773
diff_weak_itm_points,0.07165488166132959,0.014304435369361101
ratio_home_games_losses,17.306465061112387,0.014301124938110199
diff_away_average_scoring,79.45195922663561,0.014197730320050006
ratio_general_itm25_points,7.7319550668505075,0.014184692389354936
diff_home_medium_games_wins,53.33362621043021,0.014182546822578246
home_home_itb15_points,20.293803808656236,0.014163319964984211
home_weak_tm_points,1.1156076257512928,0.01411712823046507
away_away_medium_itb_points,21.085172666721988,0.014104879161164874
home_home_medium_games_played,0.6397349676356692,0.01404799568434445
home_away_tm05_points,0.0004752367955290265,0.01403431399984445
ratio_general_tm35_points,21.016877573717306,0.01397955502007342
home_strong_goals_ratio,327.2597246186223,0.013974032168022177
home_strong_itm05_points,11.31148814346156,0.013960859621782618
diff_home_medium_goals_scored,53.56547014693379,0.0138899458813313
away_home_medium_itm55_points,9.556435705310534,0.01387771695392459
ratio_away_medium_goals_ratio,39.454045387889465,0.013826022390142079
diff_strong_tb15_points,27.554800493387933,0.013800177400057123
ratio_away_tb35_points,1.7253905160551777,0.013763853225639444
diff_home_weak_itb05_points,24.69098275036368,0.013749027809927483
diff_home_medium_victory_dry,51.934738786068316,0.0136794512167695
diff_medium_itm45_points,10.919198121847394,0.013668718003875036
away_home_strong_goals_conceded,5.145440882359111,0.013659406105339222
away_away_weak_games_wins,21.890789638933228,0.013643338545010764
home_home_itb_points,20.293803808656207,0.013628556262718305
away_home_strong_tb_points,15.351294020037635,0.013626203346688293
home_away_itb15_points,4.200288871412355,0.01355156993662554
diff_weak_lossing_dry,2.2847256088452528,0.013522799315797585
ratio_medium_overtime_losses,3.5803382808489084,0.013512035438056458
ratio_home_tb45_points,73.47904622110893,0.01346043342506853
away_strong_tb_points,2.9385984411444546,0.013451769605545394
ratio_home_medium_tm25_points,0.7190570784273469,0.013426107798331088
diff_medium_tm25_points,12.162981787805613,0.013422807495169664
home_home_ozn_points,1.1865465350585627,0.013381548701000945
diff_away_strong_goals_ratio,189.44373790031898,0.013333121165212347
home_away_oz_points,0.4855864460754266,0.013330436608254281
home_strong_tm_points,2.8154788330194047,0.013320498671268055
home_home_medium_tm35_points,2.098382557979059,0.013290090271500965
away_strong_lossing_dry,1.1776821220146114,0.013278774186303188
home_home_itm45_points,1.8959510789691962,0.013265543465752039
ratio_away_strong_ozn_points,19.598650699761254,0.01324587613384054
diff_away_strong_tm45_points,33.5219412596721,0.013235215459732608
home_weak_goals_ratio,3.030433237499376,0.013231151238201733
away_away_strong_goals_ratio,187.579252060808,0.0132003812162802
diff_strong_games_wins,122.57572047816305,0.013182120591000768
ratio_home_weak_goals_conceded,12.310162580511681,0.013172005037531243
ratio_away_strong_itb15_points,45.95405706721505,0.013119773357948006
diff_away_weak_itb15_points,24.064815713178465,0.013113160986488737
diff_home_strong_tb_points,50.37639946186686,0.013110287733337778
home_home_weak_itb05_points,0.9918759286510169,0.013097167299441992
diff_away_medium_itb05_points,34.358802214762065,0.013095472221644755
away_strong_games_losses,0.004443450710309346,0.013078096138865902
away_away_strong_tm55_points,10.01942772438221,0.013077108475171961
home_away_medium_tb05_points,1.0729469187996423,0.013040300578612829
home_away_itm_points,1.5669586661921022,0.01300126316405148
diff_home_goals_scored,107.49788602094124,0.012992135103693236
home_home_medium_oz_points,0.06633900104921926,0.012962012767471442
ratio_home_strong_tm35_points,8.55515830188066,0.01295232386527534
home_strong_games_losses,9.846618808176979,0.012937788644673098
ratio_general_goals_difference,314.11650501129026,0.012912010036978394
away_away_tm15_points,38.175245039546546,0.012894487705631619
diff_strong_tm25_points,22.272187080302587,0.012864630974060098
away_strong_tb15_points,3.674907712645968,0.012859877997120961
home_strong_itm_points,7.416232683439936,0.01285759918257412
away_home_medium_tb25_points,12.638011937056332,0.012849648000996083
diff_strong_itb15_points,86.39621508111067,0.012805135073087115
home_home_weak_goals_scored,2.064706963832346,0.012774657877324458
diff_strong_tm45_points,19.96440059123173,0.012753482277739536
away_home_strong_itb35_points,53.119335347546304,0.01273385813520278
ratio_weak_tm25_points,6.1575807017720825,0.012726519303452477
home_strong_oz_points,1.3160567104202274,0.012709019751850903
ratio_medium_games_wins,42.301552756765055,0.012703561689507481
ratio_home_points,83.85010509202138,0.01269623130626929
ratio_weak_tb05_points,14.566726380228703,0.012690540447503729
home_home_strong_itm35_points,0.9198979943452967,0.012690452142364528
diff_away_strong_average_scoring,51.074336981470935,0.012676325481622897
away_away_medium_games_played,11.927878417745994,0.01265532205495834
home_home_tm_points,5.49471534764807,0.012650334887574388
diff_away_average_throughput,240.30089652048736,0.01265003004081855
diff_away_weak_tb35_points,9.115770129420941,0.012643781646143104
away_strong_itb25_points,35.35885323288678,0.012607848378630493
home_away_medium_itm45_points,1.1466042603482456,0.012570587013502
away_general_itm35_points,7.552308298964988,0.012521127626225592
home_weak_tb35_points,5.0863593663332125,0.012506682187744644
ratio_strong_points,93.27863601736613,0.012455171269965426
diff_away_medium_itm25_points,8.047689310822106,0.012439479363061778
diff_home_weak_tb_points,21.962788682037655,0.012408297546678604
diff_away_medium_victory_dry,66.05038727092145,0.012403439086917878
ratio_home_strong_itb55_points,82.4171652204847,0.01238951086044704
diff_strong_itm45_points,13.041892834933426,0.012358306870260627
ratio_home_strong_goals_scored,79.92595750489546,0.01232683711910365
diff_away_medium_tm35_points,17.301419887849477,0.01232295836446351
home_home_games_wins,16.27224716563379,0.012245125827069714
home_medium_tm15_points,3.289084907484737,0.012222450075007885
diff_weak_itb45_points,20.390816981799997,0.012204466500000066
away_home_medium_games_draws,7.59205130886068,0.012156387885886133
home_home_strong_itb_points,26.723137038408385,0.01210591915703052
home_strong_tb_points,2.2952881349929446,0.012049804202465708
diff_home_strong_victory_dry,78.41398571504581,0.01202413095199173
diff_home_itb05_points,61.53449163568365,0.011976428065325173
home_home_tm25_points,5.49471534764807,0.011953648960703056
ratio_medium_itm45_points,7.068773862418067,0.011952986544207178
away_general_itm55_points,7.635258359020648,0.011951051110916211
home_away_strong_itb55_points,31.547332889458307,0.011932627785905758
away_general_games_played,7.834244957771021,0.011922034062885167
away_home_medium_itb45_points,32.993880612090344,0.011906193823775446
away_away_weak_points,14.42589739014919,0.011880901943525757
ratio_home_medium_tb55_points,15.210265900631109,0.011878866460238058
diff_general_tb55_points,26.289007512536564,0.01186832548700778
diff_general_itb25_points,121.11207119278707,0.011858135983724871
away_away_strong_tm25_points,30.6453697296493,0.011842730284925551
diff_medium_tb25_points,24.042001962378436,0.011821204870855695
ratio_weak_itm35_points,8.61704053278121,0.011816395683808878
away_away_strong_goals_scored,11.178800793967422,0.011814139456403971
diff_home_medium_itb35_points,100.55933415818606,0.01180993755481019
ratio_away_weak_games_played,12.95798967693436,0.011786575247180409
diff_home_itb25_points,136.85718857446878,0.011773903710992073
diff_away_weak_itb_points,24.064815713178465,0.011769510089251867
ratio_weak_average_scoring,0.008364633683927992,0.011742582502278331
away_medium_games_wins,20.653824006945552,0.011738531004173325
ratio_away_medium_tb15_points,9.110424427518959,0.011723789686190145
ratio_general_itb25_points,130.09565365130345,0.011701537212706725
ratio_strong_itm55_points,20.578298976912418,0.011695687678282773
diff_medium_itm55_points,14.132756449763658,0.011687243037985517
away_medium_games_played,9.608382870076111,0.011686623403938334
away_away_weak_goals_conceded,3.4637427789331907,0.011626347456838992
home_away_weak_tb05_points,0.029141024319333797,0.011625025724590898
home_away_tm15_points,0.29637510541495904,0.011577501684414848
ratio_strong_tm05_points,25.57068895125199,0.011549594765281057
home_home_weak_itm15_points,4.024506702269714,0.011543517126925806
home_away_itm15_points,1.5669586661921022,0.011486932397441585
ratio_away_medium_ozn_points,7.113183931291684,0.011446178053093448
diff_home_strong_tb45_points,89.85796783597766,0.011438311622542052
ratio_away_weak_average_scoring,0.18505196766262424,0.011424111625165878
ratio_away_tb55_points,3.3212731538918856,0.01142182598097996
ratio_away_average_scoring,88.42321303825308,0.011406931645603358
